Unnamed: 0	enumeration	enumeration_description
in.county_and_puma	"G1200610, G12006100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 061, the NHGIS PUMA code is 06100"
in.county_and_puma	"G1200630, G12006300"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 063, the NHGIS PUMA code is 06300"
in.county_and_puma	"G1200650, G12006300"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 065, the NHGIS PUMA code is 06300"
in.county_and_puma	"G1200670, G12012100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 067, the NHGIS PUMA code is 12100"
in.county_and_puma	"G1200690, G12006901"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 069, the NHGIS PUMA code is 06901"
in.county_and_puma	"G1200690, G12006902"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 069, the NHGIS PUMA code is 06902"
in.county_and_puma	"G1200690, G12006903"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 069, the NHGIS PUMA code is 06903"
in.county_and_puma	"G1200710, G12007101"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 071, the NHGIS PUMA code is 07101"
in.county_and_puma	"G1200710, G12007102"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 071, the NHGIS PUMA code is 07102"
in.county_and_puma	"G1200710, G12007103"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 071, the NHGIS PUMA code is 07103"
in.county_and_puma	"G1200710, G12007104"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 071, the NHGIS PUMA code is 07104"
in.county_and_puma	"G1200710, G12007105"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 071, the NHGIS PUMA code is 07105"
in.county_and_puma	"G1200730, G12007300"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 073, the NHGIS PUMA code is 07300"
in.county_and_puma	"G1200730, G12007301"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 073, the NHGIS PUMA code is 07301"
in.county_and_puma	"G1200750, G12002300"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 075, the NHGIS PUMA code is 02300"
in.county_and_puma	"G1200770, G12006300"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 077, the NHGIS PUMA code is 06300"
in.county_and_puma	"G1200790, G12012100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 079, the NHGIS PUMA code is 12100"
in.county_and_puma	"G1200810, G12008101"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 081, the NHGIS PUMA code is 08101"
in.county_and_puma	"G1200810, G12008102"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 081, the NHGIS PUMA code is 08102"
in.county_and_puma	"G1200810, G12008103"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 081, the NHGIS PUMA code is 08103"
in.county_and_puma	"G1200830, G12008301"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 083, the NHGIS PUMA code is 08301"
in.county_and_puma	"G1200830, G12008302"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 083, the NHGIS PUMA code is 08302"
in.county_and_puma	"G1200830, G12008303"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 083, the NHGIS PUMA code is 08303"
in.county_and_puma	"G1200850, G12008500"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 085, the NHGIS PUMA code is 08500"
in.county_and_puma	"G1200860, G12008601"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08601"
in.county_and_puma	"G1200860, G12008602"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08602"
in.county_and_puma	"G1200860, G12008603"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08603"
in.county_and_puma	"G1200860, G12008604"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08604"
in.county_and_puma	"G1200860, G12008605"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08605"
in.county_and_puma	"G1200860, G12008606"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08606"
in.county_and_puma	"G1200860, G12008607"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08607"
in.county_and_puma	"G1200860, G12008608"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08608"
in.county_and_puma	"G1200860, G12008609"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08609"
in.county_and_puma	"G1200860, G12008610"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08610"
in.county_and_puma	"G1200860, G12008611"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08611"
in.county_and_puma	"G1200860, G12008612"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08612"
in.county_and_puma	"G1200860, G12008613"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08613"
in.county_and_puma	"G1200860, G12008614"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08614"
in.county_and_puma	"G1200860, G12008615"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08615"
in.county_and_puma	"G1200860, G12008616"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08616"
in.county_and_puma	"G1200860, G12008617"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08617"
in.county_and_puma	"G1200860, G12008618"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08618"
in.county_and_puma	"G1200860, G12008619"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08619"
in.county_and_puma	"G1200860, G12008620"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08620"
in.county_and_puma	"G1200860, G12008621"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08621"
in.county_and_puma	"G1200860, G12008622"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08622"
in.county_and_puma	"G1200860, G12008623"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08623"
in.county_and_puma	"G1200860, G12008624"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08624"
in.county_and_puma	"G1200860, G12008700"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 086, the NHGIS PUMA code is 08700"
in.county_and_puma	"G1200870, G12008700"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 087, the NHGIS PUMA code is 08700"
in.county_and_puma	"G1200890, G12008900"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 089, the NHGIS PUMA code is 08900"
in.county_and_puma	"G1200910, G12009100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 091, the NHGIS PUMA code is 09100"
in.county_and_puma	"G1200930, G12009300"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 093, the NHGIS PUMA code is 09300"
in.county_and_puma	"G1200950, G12009501"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 095, the NHGIS PUMA code is 09501"
in.county_and_puma	"G1200950, G12009502"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 095, the NHGIS PUMA code is 09502"
in.county_and_puma	"G1200950, G12009503"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 095, the NHGIS PUMA code is 09503"
in.county_and_puma	"G1200950, G12009504"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 095, the NHGIS PUMA code is 09504"
in.county_and_puma	"G1200950, G12009505"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 095, the NHGIS PUMA code is 09505"
in.county_and_puma	"G1200950, G12009506"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 095, the NHGIS PUMA code is 09506"
in.county_and_puma	"G1200950, G12009507"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 095, the NHGIS PUMA code is 09507"
in.county_and_puma	"G1200950, G12009508"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 095, the NHGIS PUMA code is 09508"
in.county_and_puma	"G1200950, G12009509"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 095, the NHGIS PUMA code is 09509"
in.county_and_puma	"G1200950, G12009510"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 095, the NHGIS PUMA code is 09510"
in.county_and_puma	"G1200970, G12009701"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 097, the NHGIS PUMA code is 09701"
in.county_and_puma	"G1200970, G12009702"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 097, the NHGIS PUMA code is 09702"
in.county_and_puma	"G1200990, G12009901"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 099, the NHGIS PUMA code is 09901"
in.county_and_puma	"G1200990, G12009902"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 099, the NHGIS PUMA code is 09902"
in.county_and_puma	"G1200990, G12009903"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 099, the NHGIS PUMA code is 09903"
in.county_and_puma	"G1200990, G12009904"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 099, the NHGIS PUMA code is 09904"
in.county_and_puma	"G1200990, G12009905"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 099, the NHGIS PUMA code is 09905"
in.county_and_puma	"G1200990, G12009906"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 099, the NHGIS PUMA code is 09906"
in.county_and_puma	"G1200990, G12009907"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 12, the NHGIS county code is 099, the NHGIS PUMA code is 09907"
